2024-03-19 15:57:55.012 | INPUT  | DEBUG    | list 
2024-03-19 15:57:56.453 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:56.454 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:56.456 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc719f482741 
2024-03-19 15:57:56.457 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.458 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:56.460 | OUTPUT | DEBUG    | Component Address: 0xd 
2024-03-19 15:57:56.460 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:56.463 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:56.463 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:56.464 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.465 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:56.466 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:56.467 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:56.468 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:56.476 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:56.478 | OUTPUT | DEBUG    | Address: 0xe 
2024-03-19 15:57:56.479 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:56.481 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:56.483 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71bc832934 
2024-03-19 15:57:56.484 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:56.485 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:56.487 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71bc832934 
2024-03-19 15:57:56.488 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.489 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:56.490 | OUTPUT | DEBUG    | Component Address: 0xe 
2024-03-19 15:57:56.491 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:56.493 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:56.493 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:56.494 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.495 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:56.496 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:56.497 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:56.498 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:56.498 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:56.499 | OUTPUT | DEBUG    | Address: 0xf 
2024-03-19 15:57:56.500 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:56.501 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:56.504 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7120ef01e1 
2024-03-19 15:57:56.504 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:56.506 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:56.509 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7120ef01e1 
2024-03-19 15:57:56.510 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.515 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:56.518 | OUTPUT | DEBUG    | Component Address: 0xf 
2024-03-19 15:57:56.519 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:56.523 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:56.524 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:56.526 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.528 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:56.530 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:56.532 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:56.534 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:56.541 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:56.542 | OUTPUT | DEBUG    | Address: 0x10 
2024-03-19 15:57:56.544 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:56.545 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:56.552 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71aa3b2dcd 
2024-03-19 15:57:56.556 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:56.557 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:56.561 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71aa3b2dcd 
2024-03-19 15:57:56.565 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.571 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:56.573 | OUTPUT | DEBUG    | Component Address: 0x10 
2024-03-19 15:57:56.573 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:56.576 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:56.577 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:56.579 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.581 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:56.585 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:56.586 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:56.587 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:56.591 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:56.593 | OUTPUT | DEBUG    | Address: 0x11 
2024-03-19 15:57:56.594 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:56.598 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:56.603 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc711fc69f52 
2024-03-19 15:57:56.605 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:56.608 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:56.614 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc711fc69f52 
2024-03-19 15:57:56.616 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.620 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:56.622 | OUTPUT | DEBUG    | Component Address: 0x11 
2024-03-19 15:57:56.626 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:56.630 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:56.631 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:56.633 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.634 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:56.637 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:56.638 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:56.640 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:56.643 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:56.645 | OUTPUT | DEBUG    | Address: 0x12 
2024-03-19 15:57:56.649 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:56.651 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:56.655 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71685c1ab9 
2024-03-19 15:57:56.658 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:56.661 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:56.666 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71685c1ab9 
2024-03-19 15:57:56.668 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.672 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:56.675 | OUTPUT | DEBUG    | Component Address: 0x12 
2024-03-19 15:57:56.677 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:56.681 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:56.684 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:56.686 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.687 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:56.689 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:56.691 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:56.693 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:56.696 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:56.698 | OUTPUT | DEBUG    | Address: 0x13 
2024-03-19 15:57:56.702 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:56.704 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:56.708 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc717d00b856 
2024-03-19 15:57:56.711 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:56.714 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:56.719 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc717d00b856 
2024-03-19 15:57:56.722 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.725 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:56.728 | OUTPUT | DEBUG    | Component Address: 0x13 
2024-03-19 15:57:56.730 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:56.734 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:56.735 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:56.745 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.747 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:56.753 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:56.759 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:56.760 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:56.761 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:56.762 | OUTPUT | DEBUG    | Address: 0x14 
2024-03-19 15:57:56.765 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:56.766 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:56.769 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc716324e8c1 
2024-03-19 15:57:56.777 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:56.779 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:56.788 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc716324e8c1 
2024-03-19 15:57:56.790 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.791 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:56.800 | OUTPUT | DEBUG    | Component Address: 0x14 
2024-03-19 15:57:56.801 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:56.803 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:56.806 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:56.809 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.810 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:56.815 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:56.816 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:56.817 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:56.819 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:56.820 | OUTPUT | DEBUG    | Address: 0x15 
2024-03-19 15:57:56.821 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:56.823 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:56.825 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc711327976b 
2024-03-19 15:57:56.826 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:56.827 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:56.829 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc711327976b 
2024-03-19 15:57:56.830 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.832 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:56.834 | OUTPUT | DEBUG    | Component Address: 0x15 
2024-03-19 15:57:56.835 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:56.839 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:56.841 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:56.843 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.846 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:56.847 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:56.849 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:56.851 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:56.854 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:56.856 | OUTPUT | DEBUG    | Address: 0x16 
2024-03-19 15:57:56.858 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:56.861 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:56.867 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7154356ec6 
2024-03-19 15:57:56.869 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:56.872 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:56.878 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7154356ec6 
2024-03-19 15:57:56.881 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.884 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:56.888 | OUTPUT | DEBUG    | Component Address: 0x16 
2024-03-19 15:57:56.889 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:56.892 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:56.894 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:56.896 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.898 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:56.900 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:56.902 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:56.904 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:56.907 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:56.909 | OUTPUT | DEBUG    | Address: 0x17 
2024-03-19 15:57:56.911 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:56.914 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:56.920 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71354a19b8 
2024-03-19 15:57:56.922 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:56.925 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:56.931 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71354a19b8 
2024-03-19 15:57:56.933 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.937 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:56.939 | OUTPUT | DEBUG    | Component Address: 0x17 
2024-03-19 15:57:56.941 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:56.945 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:56.947 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:56.949 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.951 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:56.953 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:56.955 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:56.957 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:56.960 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:56.962 | OUTPUT | DEBUG    | Address: 0x19 
2024-03-19 15:57:56.964 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:56.967 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:56.973 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71bd685f69 
2024-03-19 15:57:56.975 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:56.978 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:56.984 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc71bd685f69 
2024-03-19 15:57:56.986 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:56.989 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:56.992 | OUTPUT | DEBUG    | Component Address: 0x19 
2024-03-19 15:57:56.994 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:56.998 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.000 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.001 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.004 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.006 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.008 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.010 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.013 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.015 | OUTPUT | DEBUG    | Address: 0x1a 
2024-03-19 15:57:57.017 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.020 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.025 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc716f20d3d4 
2024-03-19 15:57:57.028 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.031 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.036 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc716f20d3d4 
2024-03-19 15:57:57.038 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.043 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.045 | OUTPUT | DEBUG    | Component Address: 0x1a 
2024-03-19 15:57:57.047 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.051 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.052 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.055 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.056 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.059 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.061 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.063 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.066 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.068 | OUTPUT | DEBUG    | Address: 0x1b 
2024-03-19 15:57:57.070 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.073 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.078 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc710b3dd417 
2024-03-19 15:57:57.081 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.084 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.089 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc710b3dd417 
2024-03-19 15:57:57.091 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.095 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.098 | OUTPUT | DEBUG    | Component Address: 0x1b 
2024-03-19 15:57:57.100 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.104 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.105 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.107 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.109 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.111 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.113 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.116 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.119 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.121 | OUTPUT | DEBUG    | Address: 0x1c 
2024-03-19 15:57:57.123 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.126 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.131 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7168de0ffe 
2024-03-19 15:57:57.133 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.137 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.142 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7168de0ffe 
2024-03-19 15:57:57.144 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.148 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.151 | OUTPUT | DEBUG    | Component Address: 0x1c 
2024-03-19 15:57:57.152 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.157 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.159 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.161 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.162 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.165 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.166 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.169 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.172 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.174 | OUTPUT | DEBUG    | Address: 0x1d 
2024-03-19 15:57:57.177 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.179 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.184 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7168fe8ffa 
2024-03-19 15:57:57.186 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.190 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.195 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7168fe8ffa 
2024-03-19 15:57:57.197 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.201 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.204 | OUTPUT | DEBUG    | Component Address: 0x1d 
2024-03-19 15:57:57.206 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.209 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.211 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.213 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.215 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.217 | OUTPUT | DEBUG    | REACHED POINT C 
2024-03-19 15:57:57.219 | OUTPUT | DEBUG    | REACHED POINT D 
2024-03-19 15:57:57.221 | OUTPUT | DEBUG    | REACHED POINT E 
2024-03-19 15:57:57.224 | OUTPUT | DEBUG    | ISSUE_CMD: send_packet 
2024-03-19 15:57:57.226 | OUTPUT | DEBUG    | Address: 0x1e 
2024-03-19 15:57:57.229 | OUTPUT | DEBUG    | Packet size: 21 
2024-03-19 15:57:57.231 | OUTPUT | DEBUG    | Transmit buffer raw data: 
2024-03-19 15:57:57.237 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7191f146a1 
2024-03-19 15:57:57.239 | OUTPUT | DEBUG    | REACHED BOARD_LINK 
2024-03-19 15:57:57.242 | OUTPUT | DEBUG    | PACKET TO SEND TO COMPONENT: 
2024-03-19 15:57:57.249 | OUTPUT | DEBUG    | 0190fc69e40ec180b5e948eaf63cb6cc7191f146a1 
2024-03-19 15:57:57.251 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.256 | OUTPUT | DEBUG    | REACHED i2c_simple_write_receive_len 
2024-03-19 15:57:57.258 | OUTPUT | DEBUG    | Component Address: 0x1e 
2024-03-19 15:57:57.259 | OUTPUT | DEBUG    | Length: 21 
2024-03-19 15:57:57.262 | OUTPUT | DEBUG    | REACHED i2c_simple_write_status_generic 
2024-03-19 15:57:57.264 | OUTPUT | DEBUG    | value: 21 
2024-03-19 15:57:57.266 | OUTPUT | DEBUG    | REACHED POINT A 
2024-03-19 15:57:57.268 | OUTPUT | DEBUG    | REACHED POINT B 
2024-03-19 15:57:57.270 | OUTPUT | DEBUG    | REACHED POINT C 
